"SurveyResponseID","AnswerNumber","AnswerYN","AmenityType"
3591105,212,"Yes","Accommodation"
3591156,177,"Yes","Accommodation"
3590654,166,"Yes","Transport"
3586490,160,"Yes","Transport"
3586788,186,"Yes","Accommodation"
3591156,178,"Yes","Transport"
3585632,164,"Yes","Accommodation"
3586991,153,"No","All"
3591291,114,"Yes","Activities"
3586808,191,"Yes","Activities"
3591221,141,"No","All"
3586012,121,"Yes","Activities"
3586897,196,"Yes","Activities"
3591105,213,"Yes","Transport"
3587248,156,"Yes","Accommodation"
3591541,223,"Yes","Activities"
3587283,171,"No","All"
3585765,183,"No","All"
3587391,117,"No","All"
3587425,178,"Yes","Accommodation"
3587434,165,"Yes","Accommodation"
3586266,152,"Yes","Accommodation"
3587008,159,"Yes","Activities"
3587248,158,"Yes","Activities"
3587140,141,"Yes","Accommodation"
3591506,211,"Yes","Accommodation"
3587625,160,"Yes","Accommodation"
3587686,119,"No","All"
3586467,203,"Yes","Activities"
3591973,175,"Yes","Accommodation"
3586490,161,"Yes","Activities"
3587552,147,"Yes","Activities"
3591973,177,"Yes","Activities"
3591976,157,"No","All"
3587248,157,"Yes","Transport"
3587652,134,"Yes","Accommodation"
3586467,201,"Yes","Accommodation"
3591358,161,"Yes","Activities"
3592058,158,"Yes","Activities"
3592090,242,"No","All"
3587333,172,"No","All"
3590408,165,"No","All"
3590485,221,"Yes","Activities"
3586202,171,"Yes","Activities"
3586585,131,"No","All"
3592076,122,"Yes","Transport"
3587458,226,"Yes","Accommodation"
3592375,177,"Yes","Accommodation"
3586467,202,"Yes","Transport"
3592491,132,"Yes","Accommodation"
3592076,121,"Yes","Accommodation"
3591973,176,"Yes","Transport"
3587544,168,"Yes","Accommodation"
3592592,141,"Yes","Accommodation"
3587037,180,"Yes","Accommodation"
3592645,143,"Yes","Accommodation"
3592660,127,"Yes","Accommodation"
3587121,154,"Yes","Accommodation"
3592592,142,"Yes","Activities"
3592677,167,"Yes","Activities"
3590626,157,"Yes","Activities"
3590091,236,"Yes","Activities"
3586901,144,"Yes","Activities"
3592678,169,"Yes","Activities"
3590776,145,"Yes","Accommodation"
3592677,166,"Yes","Transport"
3592742,138,"Yes","Accommodation"
3587289,139,"Yes","Accommodation"
3592826,126,"Yes","Accommodation"
3590166,149,"Yes","Accommodation"
3592827,153,"Yes","Activities"
3592895,130,"Yes","Activities"
3587389,118,"No","All"
3590166,151,"Yes","Activities"
3590992,127,"No","All"
3592945,168,"No","All"
3592728,193,"Yes","Accommodation"
3592862,135,"Yes","Accommodation"
3590166,150,"Yes","Transport"
3591321,148,"Yes","Accommodation"
3593012,140,"Yes","Accommodation"
3587639,136,"Yes","Accommodation"
3593028,146,"Yes","Accommodation"
3587672,220,"Yes","Accommodation"
3591460,154,"Yes","Accommodation"
3591635,128,"Yes","Activities"
3593463,143,"No","All"
3592827,152,"Yes","Transport"
3591635,127,"Yes","Transport"
3590077,141,"Yes","Accommodation"
3593427,134,"Yes","Accommodation"
3591764,148,"Yes","Accommodation"
3593026,139,"Yes","Accommodation"
3592977,134,"Yes","Activities"
3587672,221,"Yes","Activities"
3591635,126,"Yes","Accommodation"
3590180,179,"Yes","Accommodation"
3593378,152,"Yes","Activities"
3590229,155,"Yes","Activities"
3587670,175,"Yes","Activities"
3593548,137,"Yes","Activities"
3590734,116,"Yes","Accommodation"
3590229,153,"Yes","Accommodation"
3590229,154,"Yes","Transport"
3593563,124,"Yes","Transport"
3593645,136,"Yes","Transport"
3590759,177,"Yes","Transport"
3591919,217,"Yes","Accommodation"
3591821,124,"No","All"
3591919,218,"Yes","Activities"
3593596,136,"Yes","Activities"
3590759,178,"Yes","Activities"
3593596,135,"Yes","Accommodation"
3593645,135,"Yes","Accommodation"
3590759,176,"Yes","Accommodation"
3590784,158,"No","All"
3593832,141,"No","All"
3591000,134,"Yes","Transport"
3594030,158,"Yes","Accommodation"
3590548,173,"Yes","Accommodation"
3593999,136,"Yes","Accommodation"
3592387,141,"No","All"
3591111,116,"No","All"
3594065,144,"Yes","Accommodation"
3593898,147,"Yes","Accommodation"
3592514,142,"Yes","Accommodation"
3594215,133,"Yes","Transport"
3590548,174,"Yes","Transport"
3594233,152,"Yes","Accommodation"
3592303,163,"Yes","Accommodation"
3594064,134,"Yes","Accommodation"
3590412,226,"No","All"
3592262,159,"No","All"
3594066,140,"Yes","Transport"
3592564,156,"Yes","Accommodation"
3592691,172,"Yes","Accommodation"
3592407,196,"No","All"
3594332,126,"Yes","Activities"
3592614,151,"Yes","Accommodation"
3594115,148,"Yes","Accommodation"
3591170,126,"Yes","Accommodation"
3592564,157,"Yes","Transport"
3592621,149,"Yes","Accommodation"
3590899,123,"Yes","Accommodation"
3592648,145,"Yes","Accommodation"
3594263,156,"Yes","Activities"
3591436,182,"Yes","Activities"
3591418,179,"Yes","Accommodation"
3591013,130,"Yes","Accommodation"
3592839,149,"Yes","Accommodation"
3594432,145,"Yes","Accommodation"
3592691,173,"Yes","Activities"
3594515,121,"Yes","Activities"
3592857,154,"Yes","Accommodation"
3594548,152,"Yes","Accommodation"
3592782,140,"Yes","Accommodation"
3594465,165,"Yes","Accommodation"
3592823,144,"Yes","Transport"
3590497,140,"Yes","Activities"
3591468,183,"Yes","Accommodation"
3591611,135,"No","All"
3592925,140,"Yes","Accommodation"
3592932,142,"Yes","Accommodation"
3592966,140,"Yes","Accommodation"
3594665,147,"Yes","Accommodation"
3592975,157,"Yes","Accommodation"
3592973,139,"Yes","Accommodation"
3594715,157,"Yes","Accommodation"
3592982,152,"Yes","Accommodation"
3594717,136,"Yes","Accommodation"
3591738,178,"No","All"
3593148,151,"Yes","Activities"
3591299,160,"Yes","Transport"
3594732,147,"Yes","Accommodation"
3594751,137,"Yes","Accommodation"
3591500,125,"Yes","Accommodation"
3591863,133,"Yes","Accommodation"
3594750,143,"Yes","Accommodation"
3591468,184,"Yes","Activities"
3593030,151,"Yes","Activities"
3593107,142,"Yes","Accommodation"
3592839,150,"Yes","Activities"
3594866,140,"Yes","Activities"
3591648,215,"Yes","Activities"
3593300,170,"No","All"
3593014,150,"Yes","Activities"
3593264,134,"Yes","Activities"
3591863,134,"Yes","Transport"
3594851,160,"Yes","Accommodation"
3595017,160,"Yes","Accommodation"
3591648,214,"Yes","Accommodation"
3591863,135,"Yes","Activities"
3594884,143,"Yes","Accommodation"
3593307,153,"Yes","Activities"
3595032,158,"Yes","Accommodation"
3591920,117,"Yes","Activities"
3593325,155,"Yes","Activities"
3593325,154,"Yes","Accommodation"
3595067,151,"Yes","Accommodation"
3591717,178,"Yes","Accommodation"
3595083,161,"Yes","Accommodation"
3593366,150,"Yes","Accommodation"
3593434,141,"Yes","Accommodation"
3591949,156,"Yes","Accommodation"
3595234,150,"Yes","Accommodation"
3593518,120,"Yes","Accommodation"
3595201,140,"Yes","Accommodation"
3591717,179,"Yes","Activities"
3593482,143,"Yes","Activities"
3592095,128,"Yes","Activities"
3593475,139,"Yes","Activities"
3592033,201,"Yes","Activities"
3593541,126,"Yes","Activities"
3592256,140,"Yes","Activities"
3595503,133,"Yes","Activities"
3593711,124,"No","All"
3595552,159,"Yes","Activities"
3592365,154,"No","All"
3592388,151,"No","All"
3592033,199,"Yes","Accommodation"
3595417,136,"Yes","Accommodation"
3595533,155,"Yes","Accommodation"
3595401,146,"Yes","Accommodation"
3595570,156,"Yes","Transport"
3595601,139,"Yes","Accommodation"
3593475,138,"Yes","Accommodation"
3595233,134,"Yes","Accommodation"
3595269,156,"Yes","Accommodation"
3592306,149,"No","All"
3592152,163,"No","All"
3595369,147,"Yes","Accommodation"
3595620,133,"Yes","Accommodation"
3595637,136,"Yes","Accommodation"
3593859,141,"Yes","Accommodation"
3593791,134,"Yes","Activities"
3592319,156,"No","All"
3595818,176,"Yes","Transport"
3592531,157,"Yes","Accommodation"
3594018,185,"Yes","Accommodation"
3592033,200,"Yes","Transport"
3594018,186,"Yes","Transport"
3595818,175,"Yes","Accommodation"
3592579,123,"Yes","Accommodation"
3593818,145,"Yes","Activities"
3594018,187,"Yes","Activities"
3595569,137,"Yes","Activities"
3593859,142,"Yes","Activities"
3595818,177,"Yes","Activities"
3592579,124,"Yes","Activities"
3596086,128,"No","All"
3592383,160,"Yes","Activities"
3592631,127,"Yes","Accommodation"
3592665,141,"Yes","Transport"
3594195,136,"Yes","Accommodation"
3596220,156,"Yes","Transport"
3596287,139,"Yes","Accommodation"
3594150,114,"Yes","Accommodation"
3596386,128,"Yes","Transport"
3594304,136,"Yes","Accommodation"
3594061,142,"Yes","Accommodation"
3592383,159,"Yes","Accommodation"
3594068,147,"Yes","Accommodation"
3592631,128,"Yes","Transport"
3592501,143,"Yes","Accommodation"
3592604,139,"Yes","Activities"
3592713,154,"Yes","Activities"
3592601,197,"Yes","Activities"
3596419,128,"Yes","Activities"
3596387,144,"Yes","Accommodation"
3592635,142,"Yes","Accommodation"
3592831,127,"Yes","Accommodation"
3592688,160,"Yes","Transport"
3592822,160,"Yes","Accommodation"
3594352,149,"Yes","Accommodation"
3592913,139,"Yes","Accommodation"
3592956,150,"Yes","Accommodation"
3596469,155,"Yes","Accommodation"
3594395,125,"Yes","Accommodation"
3596472,132,"Yes","Activities"
3594488,144,"Yes","Activities"
3592831,128,"Yes","Transport"
3596586,193,"Yes","Accommodation"
3594570,131,"Yes","Accommodation"
3596452,137,"Yes","Activities"
3596606,152,"Yes","Activities"
3594586,142,"Yes","Activities"
3592854,151,"Yes","Activities"
3596606,150,"Yes","Accommodation"
3593108,124,"Yes","Transport"
3592901,141,"Yes","Accommodation"
3594697,143,"Yes","Accommodation"
3592904,148,"Yes","Accommodation"
3593251,141,"Yes","Accommodation"
3592913,140,"Yes","Transport"
3593226,146,"Yes","Accommodation"
3596839,129,"Yes","Accommodation"
3593281,159,"Yes","Accommodation"
3594745,135,"Yes","Accommodation"
3594727,163,"Yes","Accommodation"
3592784,162,"Yes","Activities"
3593004,145,"Yes","Activities"
3594797,159,"Yes","Activities"
3593051,167,"Yes","Activities"
3596606,151,"Yes","Transport"
3592821,139,"Yes","Accommodation"
3596387,145,"Yes","Activities"
3594711,152,"Yes","Activities"
3594586,141,"Yes","Transport"
3596770,129,"Yes","Accommodation"
3593224,152,"Yes","Accommodation"
3594743,149,"Yes","Accommodation"
3593340,133,"Yes","Accommodation"
3594797,158,"Yes","Accommodation"
3593392,150,"Yes","Accommodation"
3594829,194,"Yes","Accommodation"
3597106,191,"Yes","Accommodation"
3594838,146,"Yes","Accommodation"
3597172,163,"Yes","Accommodation"
3597056,130,"No","All"
3594854,181,"Yes","Activities"
3593155,167,"Yes","Activities"
3597308,178,"No","All"
3593308,156,"Yes","Transport"
3593053,149,"Yes","Accommodation"
3594854,180,"Yes","Accommodation"
3593037,130,"Yes","Accommodation"
3593435,147,"Yes","Accommodation"
3594904,150,"Yes","Accommodation"
3593220,140,"Yes","Accommodation"
3593567,148,"Yes","Accommodation"
3594979,140,"Yes","Accommodation"
3595004,146,"Yes","Accommodation"
3597742,126,"Yes","Accommodation"
3593549,155,"Yes","Transport"
3593289,157,"Yes","Accommodation"
3597206,135,"Yes","Activities"
3595013,145,"Yes","Activities"
3593338,153,"Yes","Accommodation"
3593685,134,"Yes","Accommodation"
3597924,149,"Yes","Accommodation"
3595045,133,"Yes","Accommodation"
3593406,151,"Yes","Accommodation"
3595129,139,"Yes","Accommodation"
3593835,163,"Yes","Transport"
3598107,193,"Yes","Accommodation"
3595061,134,"Yes","Activities"
3595129,140,"Yes","Activities"
3593605,160,"Yes","Accommodation"
3593369,146,"Yes","Transport"
3593835,162,"Yes","Accommodation"
3595206,141,"Yes","Transport"
3593858,140,"Yes","Accommodation"
3593586,135,"Yes","Accommodation"
3595340,142,"Yes","Accommodation"
3598107,194,"Yes","Transport"
3594108,155,"Yes","Accommodation"
3594044,140,"Yes","Accommodation"
3594904,151,"Yes","Activities"
3594128,130,"Yes","Activities"
3594135,127,"Yes","Activities"
3595345,144,"Yes","Accommodation"
3593673,129,"Yes","Activities"
3593637,145,"Yes","Accommodation"
3598127,196,"Yes","Accommodation"
3593639,140,"Yes","Accommodation"
3595463,153,"Yes","Transport"
3598325,181,"Yes","Accommodation"
3598107,195,"Yes","Activities"
3598343,140,"Yes","Activities"
3593689,156,"Yes","Accommodation"
3598343,138,"Yes","Accommodation"
3594162,158,"Yes","Transport"
3595499,129,"Yes","Accommodation"
3594203,153,"Yes","Accommodation"
3598343,139,"Yes","Transport"
3594162,157,"Yes","Accommodation"
3598344,145,"Yes","Accommodation"
3595513,151,"Yes","Accommodation"
3594269,143,"Yes","Accommodation"
3595556,133,"Yes","Transport"
3594328,128,"Yes","Accommodation"
3593870,139,"Yes","Transport"
3595649,146,"Yes","Accommodation"
3593803,132,"Yes","Accommodation"
3594346,169,"Yes","Accommodation"
3598344,146,"Yes","Activities"
3598425,185,"Yes","Activities"
3594312,136,"Yes","Accommodation"
3593870,138,"Yes","Accommodation"
3595758,154,"Yes","Accommodation"
3598009,187,"No","All"
3598578,163,"No","All"
3594512,172,"Yes","Accommodation"
3594471,142,"Yes","Accommodation"
3594646,144,"Yes","Accommodation"
3598742,195,"Yes","Accommodation"
3593773,136,"Yes","Accommodation"
3593854,172,"Yes","Accommodation"
3595613,149,"Yes","Accommodation"
3598494,119,"Yes","Transport"
3598592,138,"Yes","Accommodation"
3594462,139,"Yes","Transport"
3594485,141,"Yes","Accommodation"
3594535,147,"Yes","Accommodation"
3594269,144,"Yes","Activities"
3594719,134,"Yes","Activities"
3598962,144,"Yes","Accommodation"
3594441,156,"Yes","Accommodation"
3596142,184,"Yes","Transport"
3594406,167,"Yes","Accommodation"
3594551,127,"Yes","Accommodation"
3594553,153,"Yes","Accommodation"
3594678,140,"Yes","Accommodation"
3594389,149,"Yes","Accommodation"
3594385,137,"Yes","Activities"
3594746,143,"Yes","Activities"
3596142,183,"Yes","Accommodation"
3594512,173,"Yes","Activities"
3596231,169,"Yes","Activities"
3594771,120,"Yes","Transport"
3599010,134,"Yes","Accommodation"
3594785,166,"Yes","Accommodation"
3594475,131,"Yes","Accommodation"
3599029,143,"Yes","Accommodation"
3599063,139,"Yes","Accommodation"
3594492,160,"Yes","Accommodation"
3594507,132,"Yes","Accommodation"
3594785,167,"Yes","Transport"
3596231,168,"Yes","Accommodation"
3594188,132,"Yes","Activities"
3594608,135,"Yes","Activities"
3594575,131,"Yes","Activities"
3595012,138,"Yes","Activities"
3594590,159,"Yes","Accommodation"
3594606,130,"Yes","Accommodation"
3599297,139,"Yes","Activities"
3595148,140,"Yes","Activities"
3596142,185,"Yes","Activities"
3594674,133,"Yes","Activities"
3594474,121,"Yes","Transport"
3599045,131,"Yes","Accommodation"
3594837,146,"Yes","Accommodation"
3594539,152,"Yes","Accommodation"
3596442,151,"Yes","Accommodation"
3599176,139,"Yes","Accommodation"
3594608,134,"Yes","Accommodation"
3599245,144,"Yes","Accommodation"
3594658,129,"Yes","Transport"
3595112,145,"Yes","Accommodation"
3599280,150,"Yes","Accommodation"
3595148,138,"Yes","Accommodation"
3599160,153,"Yes","Transport"
3599312,143,"Yes","Accommodation"
3596749,144,"Yes","Transport"
3599360,150,"Yes","Accommodation"
3595221,142,"Yes","Accommodation"
3596894,148,"Yes","Accommodation"
3596749,143,"Yes","Accommodation"
3594756,136,"Yes","Accommodation"
3595178,151,"Yes","Activities"
3596894,149,"Yes","Activities"
3596883,169,"Yes","Accommodation"
3595246,154,"Yes","Accommodation"
3594773,176,"Yes","Accommodation"
3596406,132,"No","All"
3596749,145,"Yes","Activities"
3595123,136,"Yes","Transport"
3599310,133,"Yes","Accommodation"
3596892,167,"Yes","Accommodation"
3595273,143,"Yes","Transport"
3594793,174,"Yes","Accommodation"
3594859,158,"Yes","Accommodation"
3599513,140,"Yes","Accommodation"
3594824,183,"Yes","Accommodation"
3599463,130,"Yes","Activities"
3594856,206,"No","All"
3594807,150,"No","All"
3594824,184,"Yes","Activities"
3595148,139,"Yes","Transport"
3594859,159,"Yes","Transport"
3594859,160,"Yes","Activities"
3597101,185,"No","All"
3595332,142,"Yes","Accommodation"
3599647,128,"Yes","Accommodation"
3594874,138,"Yes","Transport"
3599714,143,"Yes","Accommodation"
3595371,149,"Yes","Accommodation"
3599360,151,"Yes","Activities"
3595371,150,"Yes","Activities"
3599663,150,"Yes","Accommodation"
3597219,167,"Yes","Accommodation"
3599863,141,"Yes","Accommodation"
3595059,142,"Yes","Accommodation"
3595396,143,"Yes","Accommodation"
3595396,144,"Yes","Activities"
3595259,151,"Yes","Activities"
3595024,146,"Yes","Accommodation"
3595092,134,"Yes","Transport"
3595140,154,"Yes","Accommodation"
3595430,137,"Yes","Accommodation"
3599964,152,"Yes","Accommodation"
3595241,149,"Yes","Accommodation"
3594873,144,"Yes","Accommodation"
3595144,145,"Yes","Accommodation"
3597587,149,"Yes","Accommodation"
3595480,150,"Yes","Accommodation"
3597587,150,"Yes","Transport"
3595378,154,"Yes","Accommodation"
3599697,190,"No","All"
3595632,157,"Yes","Activities"
3595632,156,"Yes","Accommodation"
3595237,137,"Yes","Activities"
3597587,151,"Yes","Activities"
3600146,120,"No","All"
3595639,143,"Yes","Activities"
3597437,158,"Yes","Accommodation"
3600096,174,"Yes","Accommodation"
3595324,134,"Yes","Transport"
3595391,134,"Yes","Accommodation"
3600232,134,"Yes","Accommodation"
3600263,191,"Yes","Accommodation"
3595427,150,"Yes","Accommodation"
3597939,175,"Yes","Accommodation"
3595592,140,"Yes","Accommodation"
3598014,188,"Yes","Accommodation"
3595441,150,"Yes","Activities"
3597864,191,"Yes","Activities"
3600667,180,"No","All"
3598080,178,"No","All"
3595461,135,"Yes","Transport"
3600364,204,"Yes","Accommodation"
3600716,149,"Yes","Accommodation"
3598121,135,"Yes","Accommodation"
3596007,130,"No","All"
3600748,178,"Yes","Activities"
3595692,123,"Yes","Activities"
3595695,131,"Yes","Activities"
3600731,149,"Yes","Accommodation"
3596100,138,"Yes","Accommodation"
3600748,176,"Yes","Accommodation"
3598362,134,"Yes","Accommodation"
3598373,149,"Yes","Accommodation"
3595742,191,"Yes","Activities"
3598362,135,"Yes","Activities"
3595742,190,"Yes","Accommodation"
3595827,142,"Yes","Activities"
3598348,159,"Yes","Activities"
3598348,158,"Yes","Accommodation"
3600834,146,"Yes","Accommodation"
3595809,132,"Yes","Accommodation"
3595595,149,"Yes","Activities"
3598364,160,"No","All"
3598557,149,"Yes","Accommodation"
3598614,159,"Yes","Accommodation"
3600748,177,"Yes","Transport"
3596382,136,"Yes","Accommodation"
3595861,117,"No","All"
3596009,169,"No","All"
3596398,127,"Yes","Accommodation"
3596425,140,"Yes","Accommodation"
3598523,154,"Yes","Activities"
3601000,171,"No","All"
3596046,126,"No","All"
3596468,157,"Yes","Activities"
3598646,190,"Yes","Accommodation"
3601333,141,"Yes","Accommodation"
3598746,164,"Yes","Accommodation"
3601416,139,"Yes","Accommodation"
3601419,156,"Yes","Accommodation"
3600983,201,"No","All"
3596566,150,"Yes","Activities"
3598764,148,"Yes","Accommodation"
3601419,157,"Yes","Transport"
3601452,141,"Yes","Transport"
3596566,149,"Yes","Accommodation"
3601634,148,"Yes","Accommodation"
3601453,158,"Yes","Accommodation"
3598557,150,"Yes","Transport"
3601617,143,"Yes","Accommodation"
3596446,148,"Yes","Activities"
3601687,159,"Yes","Activities"
3601518,147,"Yes","Activities"
3601653,139,"Yes","Activities"
3601687,158,"Yes","Transport"
3601701,149,"Yes","Accommodation"
3599209,133,"Yes","Accommodation"
3599073,179,"Yes","Accommodation"
3596611,177,"Yes","Accommodation"
3601720,133,"Yes","Accommodation"
3596446,147,"Yes","Accommodation"
3599175,135,"Yes","Accommodation"
3599214,158,"Yes","Accommodation"
3601700,149,"Yes","Activities"
3596611,178,"Yes","Activities"
3601636,138,"Yes","Accommodation"
3601687,157,"Yes","Accommodation"
3599182,157,"Yes","Accommodation"
3599198,131,"Yes","Accommodation"
3599241,123,"Yes","Accommodation"
3601368,148,"Yes","Activities"
3601787,144,"Yes","Activities"
3599089,137,"Yes","Activities"
3596882,155,"No","All"
3601951,134,"Yes","Accommodation"
3599393,150,"Yes","Accommodation"
3599434,139,"Yes","Accommodation"
3601836,153,"Yes","Accommodation"
3599382,156,"Yes","Accommodation"
3602171,142,"Yes","Accommodation"
3602202,147,"Yes","Accommodation"
3599625,143,"Yes","Accommodation"
3599707,153,"Yes","Accommodation"
3597215,154,"Yes","Accommodation"
3597209,142,"Yes","Activities"
3599700,127,"Yes","Activities"
3597209,140,"Yes","Accommodation"
3597029,133,"Yes","Accommodation"
3599475,167,"Yes","Accommodation"
3599448,145,"Yes","Activities"
3602070,129,"Yes","Activities"
3597418,169,"Yes","Activities"
3599866,142,"Yes","Activities"
3597209,141,"Yes","Transport"
3602053,132,"Yes","Accommodation"
3602070,128,"Yes","Accommodation"
3599523,162,"Yes","Accommodation"
3597125,160,"No","All"
3602037,231,"No","All"
3599598,141,"Yes","Activities"
3599891,197,"Yes","Activities"
3602372,190,"Yes","Accommodation"
3599627,142,"Yes","Transport"
3602538,177,"Yes","Accommodation"
3602437,141,"Yes","Accommodation"
3599866,141,"Yes","Accommodation"
3597602,167,"Yes","Accommodation"
3597664,144,"Yes","Accommodation"
3600041,166,"Yes","Accommodation"
3602638,147,"Yes","Transport"
3600093,143,"Yes","Accommodation"
3599893,139,"Yes","Transport"
3597602,168,"Yes","Transport"
3597664,145,"Yes","Transport"
3600041,167,"Yes","Transport"
3600170,213,"Yes","Transport"
3600200,179,"Yes","Transport"
3597779,175,"Yes","Accommodation"
3600120,125,"Yes","Accommodation"
3600170,212,"Yes","Accommodation"
3597602,169,"Yes","Activities"
3600093,145,"Yes","Activities"
3602803,154,"Yes","Transport"
3602855,163,"Yes","Transport"
3597715,175,"Yes","Accommodation"
3603072,147,"Yes","Accommodation"
3600041,168,"Yes","Activities"
3602720,196,"Yes","Activities"
3597779,176,"Yes","Transport"
3598067,156,"Yes","Accommodation"
3600093,144,"Yes","Transport"
3600200,178,"Yes","Accommodation"
3602855,162,"Yes","Accommodation"
3602905,198,"Yes","Accommodation"
3597948,158,"Yes","Accommodation"
3602970,134,"Yes","Accommodation"
3602971,156,"Yes","Accommodation"
3602538,178,"Yes","Activities"
3602806,146,"Yes","Activities"
3597779,177,"Yes","Activities"
3597872,144,"Yes","Activities"
3603288,139,"Yes","Accommodation"
3603089,126,"Yes","Accommodation"
3597986,142,"Yes","Accommodation"
3600754,149,"Yes","Accommodation"
3597802,168,"No","All"
3600170,214,"Yes","Activities"
3602855,164,"Yes","Activities"
3602905,199,"Yes","Activities"
3600593,170,"Yes","Accommodation"
3600720,242,"Yes","Accommodation"
3603072,148,"Yes","Activities"
3600593,171,"Yes","Activities"
3603070,191,"No","All"
3600688,141,"Yes","Activities"
3598038,185,"Yes","Activities"
3600754,151,"Yes","Activities"
3600754,150,"Yes","Transport"
3603339,132,"Yes","Accommodation"
3598417,197,"Yes","Accommodation"
3598435,132,"Yes","Accommodation"
3600836,162,"Yes","Accommodation"
3603441,130,"Yes","Accommodation"
3603455,137,"Yes","Accommodation"
3603089,127,"Yes","Activities"
3598106,195,"Yes","Activities"
3603408,145,"Yes","Transport"
3603438,110,"Yes","Accommodation"
3603408,144,"Yes","Accommodation"
3598070,165,"Yes","Accommodation"
3598106,193,"Yes","Accommodation"
3598417,198,"Yes","Activities"
3600836,163,"Yes","Activities"
3603489,158,"Yes","Activities"
3598568,159,"Yes","Activities"
3598329,180,"No","All"
3603507,152,"Yes","Activities"
3600972,159,"Yes","Accommodation"
3603674,159,"Yes","Accommodation"
3603756,147,"Yes","Transport"
3601245,131,"Yes","Accommodation"
3603757,139,"Yes","Accommodation"
3601247,131,"Yes","Accommodation"
3601211,143,"Yes","Accommodation"
3601254,136,"Yes","Accommodation"
3598106,194,"Yes","Transport"
3601195,132,"Yes","Accommodation"
3598770,137,"Yes","Accommodation"
3601047,196,"No","All"
3603839,138,"Yes","Activities"
3603890,154,"Yes","Transport"
3603973,139,"Yes","Accommodation"
