"ACT","Conservative","Green","Labour","Mana","Maori","National","NZ_First","United Future","NatCoal","LabGreen","LabGreenMaori","LabGreenNZFirst","NatCoalNZFirst","Total"
0,0,9,44,1,2,48,17,0,50,53,55,70,67,121
1,0,9,44,1,0,48,18,0,49,53,53,71,67,121
1,0,9,40,1,3,55,14,0,59,49,52,63,73,123
1,0,7,41,1,3,58,13,0,62,48,51,61,75,124
1,0,0,50,0,4,53,14,0,58,50,54,64,72,122
1,0,0,49,0,2,53,15,0,56,49,51,64,71,120
0,0,9,40,0,3,56,14,0,59,49,52,63,73,122
1,0,9,41,0,4,53,16,0,58,50,54,66,74,124
1,0,8,40,1,3,54,15,0,58,48,51,63,73,122
1,0,0,52,0,4,51,12,0,56,52,56,64,68,120
0,0,9,37,0,2,60,13,0,62,46,48,59,75,121
1,0,7,44,0,5,54,13,0,60,51,56,64,73,124
0,0,8,38,2,4,60,10,0,64,46,50,56,74,122
2,0,11,45,0,2,46,14,0,50,56,58,70,64,120
1,0,7,45,0,5,53,13,0,59,52,57,65,72,124
1,0,8,45,0,3,52,13,0,56,53,56,66,69,122
1,0,9,45,0,3,50,12,0,54,54,57,66,66,120
1,0,8,41,0,4,50,17,0,55,49,53,66,72,121
3,0,8,42,1,4,52,13,0,59,50,54,63,72,123
1,0,7,42,0,2,55,14,0,58,49,51,63,72,121
1,0,7,44,0,4,51,15,0,56,51,55,66,71,122
1,0,6,48,0,2,54,11,0,57,54,56,65,68,122
1,0,8,43,1,1,56,11,0,58,51,52,62,69,121
1,0,9,38,1,4,52,18,0,57,47,51,65,75,123
2,0,9,41,1,4,57,9,0,63,50,54,59,72,123
1,0,9,46,0,4,49,13,0,54,55,59,68,67,122
1,0,9,38,0,3,55,14,0,59,47,50,61,73,120
1,0,7,44,1,3,54,14,0,58,51,54,65,72,124
1,0,11,35,1,3,50,12,9,63,46,49,58,75,122
3,0,7,36,1,2,62,11,0,67,43,45,54,78,122
1,0,7,41,0,0,56,15,0,57,48,48,63,72,120
1,0,8,41,1,4,58,11,0,63,49,53,60,74,124
1,0,8,44,1,2,54,11,0,57,52,54,63,68,121
0,0,0,43,0,2,61,14,0,63,43,45,57,77,120
0,0,10,42,0,3,51,15,0,54,52,55,67,69,121
2,0,9,45,1,4,50,13,0,56,54,58,67,69,124
0,0,6,44,1,3,54,13,0,57,50,53,63,70,121
0,0,8,49,0,4,47,14,0,51,57,61,71,65,122
1,0,7,42,1,2,54,15,0,57,49,51,64,72,122
1,0,9,42,1,4,53,12,0,58,51,55,63,70,122
2,0,7,44,1,4,49,14,0,55,51,55,65,69,121
1,0,0,48,0,5,53,18,0,59,48,53,66,77,125
0,0,0,49,0,2,55,15,0,57,49,51,64,72,121
1,0,6,40,0,4,56,15,0,61,46,50,61,76,122
1,0,6,42,1,1,59,12,0,61,48,49,60,73,122
1,0,0,44,1,4,59,14,0,64,44,48,58,78,123
1,0,0,47,1,4,52,18,0,57,47,51,65,75,123
1,0,9,43,1,4,49,15,0,54,52,56,67,69,122
1,0,9,43,1,2,49,17,0,52,52,54,69,69,122
0,0,7,48,0,4,49,12,0,53,55,59,67,65,120
1,0,8,43,1,4,54,13,0,59,51,55,64,72,124
0,0,7,45,0,4,50,16,0,54,52,56,68,70,122
1,0,6,47,0,5,47,17,0,53,53,58,70,70,123
0,0,8,48,1,2,51,11,0,53,56,58,67,64,121
1,0,7,44,0,3,55,12,0,59,51,54,63,71,122
1,0,9,40,0,4,57,11,0,62,49,53,60,73,122
1,0,8,40,0,4,57,13,0,62,48,52,61,75,123
1,0,7,42,1,4,54,14,0,59,49,53,63,73,123
1,0,7,44,0,4,51,16,0,56,51,55,67,72,123
2,0,8,44,1,3,52,12,0,57,52,55,64,69,122
0,0,6,46,0,2,52,14,0,54,52,54,66,68,120
1,0,0,51,0,3,54,11,0,58,51,54,62,69,120
1,0,7,45,0,3,50,15,0,54,52,55,67,69,121
1,0,7,43,1,3,52,15,0,56,50,53,65,71,122
1,0,8,40,0,3,51,11,7,62,48,51,59,73,121
1,0,10,38,1,3,55,13,0,59,48,51,61,72,121
0,0,7,44,0,4,58,9,0,62,51,55,60,71,122
1,0,8,44,0,5,54,11,0,60,52,57,63,71,123
1,0,7,41,1,2,57,13,0,60,48,50,61,73,122
1,0,9,40,1,2,51,17,0,54,49,51,66,71,121
1,0,8,39,0,2,55,16,0,58,47,49,63,74,121
1,0,13,36,0,3,52,17,0,56,49,52,66,73,122
1,0,7,42,1,4,55,12,0,60,49,53,61,72,122
1,0,9,39,0,4,54,14,0,59,48,52,62,73,121
1,0,7,43,1,3,56,11,0,60,50,53,61,71,122
1,0,6,45,0,4,56,12,0,61,51,55,63,73,124
1,0,12,44,0,3,52,10,0,56,56,59,66,66,122
0,0,10,39,1,3,52,19,0,55,49,52,68,74,124
1,0,7,44,0,3,49,18,0,53,51,54,69,71,122
1,0,8,40,1,2,51,19,0,54,48,50,67,73,122
1,0,8,42,1,3,52,14,0,56,50,53,64,70,121
1,0,11,37,1,2,50,18,0,53,48,50,66,71,120
1,0,10,41,0,5,56,10,0,62,51,56,61,72,123
0,0,7,41,0,2,60,11,0,62,48,50,59,73,121
1,0,9,42,1,1,53,15,0,55,51,52,66,70,122
1,0,8,44,1,4,53,12,0,58,52,56,64,70,123
1,0,9,43,0,4,55,10,0,60,52,56,62,70,122
1,0,9,40,1,4,51,19,0,56,49,53,68,75,125
0,0,8,42,0,3,51,16,0,54,50,53,66,70,120
3,0,0,47,1,2,58,10,0,63,47,49,57,73,121
1,0,6,47,1,4,52,14,0,57,53,57,67,71,125
1,0,8,44,1,4,49,17,0,54,52,56,69,71,124
1,0,11,42,1,3,50,15,0,54,53,56,68,69,123
1,0,6,46,1,4,57,9,0,62,52,56,61,71,124
1,0,10,38,1,6,56,13,0,63,48,54,61,76,125
1,0,8,43,0,3,53,14,0,57,51,54,65,71,122
3,0,8,44,1,3,50,13,0,56,52,55,65,69,122
1,0,8,40,0,2,56,13,0,59,48,50,61,72,120
1,0,12,39,1,3,47,20,0,51,51,54,71,71,123
1,0,7,42,1,3,55,14,0,59,49,52,63,73,123
1,0,6,43,0,2,50,18,0,53,49,51,67,71,120
1,0,8,45,1,2,51,14,0,54,53,55,67,68,122
1,0,11,44,0,3,48,13,0,52,55,58,68,65,120
1,0,10,43,1,3,51,13,0,55,53,56,66,68,122
1,0,8,42,0,4,54,14,0,59,50,54,64,73,123
0,0,6,42,0,4,55,15,0,59,48,52,63,74,122
1,0,0,44,1,4,60,14,0,65,44,48,58,79,124
2,0,8,44,0,2,49,15,0,53,52,54,67,68,120
1,0,0,48,1,2,54,16,0,57,48,50,64,73,122
1,0,8,44,0,3,50,14,0,54,52,55,66,68,120
1,0,7,41,0,3,58,12,0,62,48,51,60,74,122
0,0,8,43,1,1,55,13,0,56,51,52,64,69,121
0,0,7,40,1,3,55,17,0,58,47,50,64,75,123
1,0,8,50,0,2,49,11,0,52,58,60,69,63,121
1,0,7,44,1,4,54,12,0,59,51,55,63,71,123
1,0,9,41,0,2,55,13,0,58,50,52,63,71,121
1,0,6,46,0,3,56,9,0,60,52,55,61,69,121
0,0,8,38,1,6,55,13,0,61,46,52,59,74,121
2,0,11,38,1,2,54,13,0,58,49,51,62,71,121
1,0,7,42,0,4,54,15,0,59,49,53,64,74,123
0,0,7,48,0,3,49,15,0,52,55,58,70,67,122
2,0,10,41,1,3,50,14,0,55,51,54,65,69,121
0,0,9,39,0,2,56,14,0,58,48,50,62,72,120
1,0,8,41,0,2,51,18,0,54,49,51,67,72,121
0,0,8,38,1,2,57,15,0,59,46,48,61,74,121
1,0,9,40,1,4,56,13,0,61,49,53,62,74,124
1,0,11,40,0,2,46,21,0,49,51,53,72,70,121
0,0,8,42,1,5,53,16,0,58,50,55,66,74,125
1,0,9,41,1,2,58,10,0,61,50,52,60,71,122
1,0,8,45,1,3,48,16,0,52,53,56,69,68,122
1,0,0,49,0,4,54,12,0,59,49,53,61,71,120
1,0,7,43,0,2,55,12,0,58,50,52,62,70,120
0,0,7,46,0,4,52,13,0,56,53,57,66,69,122
1,0,8,41,1,3,51,17,0,55,49,52,66,72,122
2,0,7,46,0,4,50,11,0,56,53,57,64,67,120
1,0,7,42,1,4,52,15,0,57,49,53,64,72,122
1,0,7,37,1,4,62,12,0,67,44,48,56,79,124
2,0,10,39,0,3,54,13,0,59,49,52,62,72,121
0,0,12,42,0,4,51,13,0,55,54,58,67,68,122
1,0,6,49,0,4,49,14,0,54,55,59,69,68,123
1,0,9,42,1,5,54,12,0,60,51,56,63,72,124
0,0,8,42,0,3,55,13,0,58,50,53,63,71,121
1,0,7,39,0,5,57,15,0,63,46,51,61,78,124
1,0,8,40,0,3,56,12,0,60,48,51,60,72,120
0,0,0,45,1,1,56,18,0,57,45,46,63,75,121
1,0,7,47,1,2,48,17,0,51,54,56,71,68,123
1,0,10,39,1,4,54,13,0,59,49,53,62,72,122
0,0,8,43,0,3,51,17,0,54,51,54,68,71,122
1,0,8,41,1,3,53,16,0,57,49,52,65,73,123
5,0,9,38,1,3,54,12,0,62,47,50,59,74,122
1,0,11,43,0,4,51,14,0,56,54,58,68,70,124
1,0,8,41,0,2,54,15,0,57,49,51,64,72,121
5,0,8,41,0,3,49,15,0,57,49,52,64,72,121
1,0,0,45,0,3,60,12,0,64,45,48,57,76,121
0,0,8,43,1,4,55,12,0,59,51,55,63,71,123
0,0,10,44,1,4,53,11,0,57,54,58,65,68,123
1,0,8,41,0,4,53,15,0,58,49,53,64,73,122
1,0,0,49,1,3,56,12,0,60,49,52,61,72,122
1,0,8,41,0,4,56,13,0,61,49,53,62,74,123
0,0,8,44,1,4,50,15,0,54,52,56,67,69,122
0,0,8,37,0,4,61,13,0,65,45,49,58,78,123
1,0,6,48,1,4,52,13,0,57,54,58,67,70,125
0,0,0,48,1,3,60,11,0,63,48,51,59,74,123
2,0,7,43,0,5,48,15,0,55,50,55,65,70,120
0,0,8,41,0,4,53,17,0,57,49,53,66,74,123
1,0,7,43,0,4,56,10,0,61,50,54,60,71,121
1,0,0,49,0,3,54,14,0,58,49,52,63,72,121
2,0,10,41,1,3,55,11,0,60,51,54,62,71,123
1,0,6,44,0,3,54,14,0,58,50,53,64,72,122
1,0,6,48,1,6,50,13,0,57,54,60,67,70,125
0,0,9,40,0,2,54,16,0,56,49,51,65,72,121
2,0,8,42,1,2,50,16,0,54,50,52,66,70,121
1,0,10,45,1,4,48,16,0,53,55,59,71,69,125
1,0,11,36,0,3,52,18,0,56,47,50,65,74,121
0,0,7,42,1,3,57,11,0,60,49,52,60,71,121
1,0,7,41,1,4,58,13,0,63,48,52,61,76,125
1,0,8,43,1,4,48,17,0,53,51,55,68,70,122
1,0,8,45,1,4,51,13,0,56,53,57,66,69,123
0,0,6,46,0,5,52,11,0,57,52,57,63,68,120
1,0,7,45,1,3,52,15,0,56,52,55,67,71,124
0,0,7,42,1,4,54,16,0,58,49,53,65,74,124
1,0,7,44,1,3,52,16,0,56,51,54,67,72,124
0,0,8,41,1,4,54,15,0,58,49,53,64,73,123
1,0,8,44,0,5,51,14,0,57,52,57,66,71,123
1,0,7,44,0,3,53,12,0,57,51,54,63,69,120
1,0,7,47,1,3,53,9,0,57,54,57,63,66,121
1,0,10,41,1,5,53,15,0,59,51,56,66,74,126
1,0,8,43,1,3,50,16,0,54,51,54,67,70,122
1,0,9,42,0,4,52,13,0,57,51,55,64,70,121
1,0,8,43,1,1,49,19,0,51,51,52,70,70,122
4,0,7,42,1,5,57,9,0,66,49,54,58,75,125
1,0,8,36,0,3,54,20,0,58,44,47,64,78,122
1,0,8,46,1,3,51,13,0,55,54,57,67,68,123
1,0,8,42,0,3,56,10,0,60,50,53,60,70,120
1,0,6,44,0,3,53,15,0,57,50,53,65,72,122
0,0,9,42,0,2,53,14,0,55,51,53,65,69,120
1,0,8,46,1,6,53,11,0,60,54,60,65,71,126
1,0,6,40,0,2,55,16,0,58,46,48,62,74,120
4,0,8,41,1,3,51,13,0,58,49,52,62,71,121
1,0,7,43,0,5,53,14,0,59,50,55,64,73,123
1,0,14,37,0,3,49,18,0,53,51,54,69,71,122
1,0,9,39,0,5,53,18,0,59,48,53,66,77,125
1,0,7,47,0,4,51,13,0,56,54,58,67,69,123
1,0,8,42,1,3,58,10,0,62,50,53,60,72,123
1,0,6,45,0,3,57,10,0,61,51,54,61,71,122
0,0,9,42,0,3,54,13,0,57,51,54,64,70,121
0,0,8,44,0,3,54,13,0,57,52,55,65,70,122
1,0,9,41,1,3,48,18,0,52,50,53,68,70,121
1,0,0,47,1,3,56,14,0,60,47,50,61,74,122
1,0,8,46,0,4,49,13,0,54,54,58,67,67,121
1,0,8,44,1,2,54,13,0,57,52,54,65,70,123
1,0,10,46,0,0,49,14,0,50,56,56,70,64,120
1,0,8,42,0,3,54,12,0,58,50,53,62,70,120
1,0,8,40,1,4,57,12,0,62,48,52,60,74,123
1,0,6,43,0,4,55,11,0,60,49,53,60,71,120
1,0,0,45,0,4,59,13,0,64,45,49,58,77,122
0,0,9,40,1,5,55,14,0,60,49,54,63,74,124
0,0,11,39,0,1,58,11,0,59,50,51,61,70,120
1,0,6,40,0,3,59,13,0,63,46,49,59,76,122
1,0,11,39,1,0,55,14,0,56,50,50,64,70,121
0,0,7,47,1,4,51,14,0,55,54,58,68,69,124
0,0,8,42,1,3,54,12,0,57,50,53,62,69,120
1,0,8,43,0,2,53,14,0,56,51,53,65,70,121
1,0,7,45,0,3,54,10,0,58,52,55,62,68,120
1,0,8,41,1,3,55,14,0,59,49,52,63,73,123
1,0,8,44,1,3,53,15,0,57,52,55,67,72,125
1,0,7,41,0,3,54,15,0,58,48,51,63,73,121
1,0,7,48,1,3,52,11,0,56,55,58,66,67,123
1,0,6,44,1,3,54,13,0,58,50,53,63,71,122
0,0,7,44,1,1,55,13,0,56,51,52,64,69,121
1,0,8,43,0,2,52,14,0,55,51,53,65,69,120
0,0,9,39,0,1,54,17,0,55,48,49,65,72,120
0,0,10,41,1,4,57,11,0,61,51,55,62,72,124
2,0,8,39,0,2,58,12,0,62,47,49,59,74,121
1,0,8,40,1,3,56,13,0,60,48,51,61,73,122
0,0,7,39,1,2,59,13,0,61,46,48,59,74,121
1,0,7,41,0,2,51,18,0,54,48,50,66,72,120
1,0,9,47,0,3,48,12,0,52,56,59,68,64,120
1,0,9,40,0,2,56,12,0,59,49,51,61,71,120
0,0,8,46,1,3,49,14,0,52,54,57,68,66,121
1,0,0,48,0,3,55,14,0,59,48,51,62,73,121
0,0,8,42,0,3,56,11,0,59,50,53,61,70,120
0,0,8,41,1,3,55,13,0,58,49,52,62,71,121
0,0,9,41,0,3,55,14,0,58,50,53,64,72,122
0,0,8,49,1,3,48,13,0,51,57,60,70,64,122
0,0,9,39,0,4,58,13,0,62,48,52,61,75,123
1,0,7,52,0,4,47,12,0,52,59,63,71,64,123
1,0,8,44,0,3,48,19,0,52,52,55,71,71,123
1,0,8,48,1,3,49,14,0,53,56,59,70,67,124
0,0,7,45,0,3,50,17,0,53,52,55,69,70,122
1,0,7,45,0,2,49,17,0,52,52,54,69,69,121
1,0,6,42,0,4,58,11,0,63,48,52,59,74,122
0,0,10,40,1,3,55,14,0,58,50,53,64,72,123
4,0,8,44,1,4,47,15,0,55,52,56,67,70,123
2,0,10,44,0,4,47,15,0,53,54,58,69,68,122
1,0,10,36,0,3,57,15,0,61,46,49,61,76,122
1,0,0,48,0,4,54,16,0,59,48,52,64,75,123
1,0,8,48,0,3,48,12,0,52,56,59,68,64,120
2,0,8,43,0,4,49,17,0,55,51,55,68,72,123
0,0,0,53,0,2,52,13,0,54,53,55,66,67,120
1,0,12,37,1,4,57,12,0,62,49,53,61,74,124
0,0,6,46,1,4,54,13,0,58,52,56,65,71,124
1,0,7,48,0,4,49,11,0,54,55,59,66,65,120
1,0,7,45,0,3,53,12,0,57,52,55,64,69,121
2,0,7,41,0,4,52,16,0,58,48,52,64,74,122
1,0,8,42,0,4,50,18,0,55,50,54,68,73,123
1,0,7,47,1,0,50,16,0,51,54,54,70,67,122
2,0,8,44,1,2,53,11,0,57,52,54,63,68,121
1,0,12,39,0,2,53,14,0,56,51,53,65,70,121
1,0,10,39,0,3,53,17,0,57,49,52,66,74,123
1,0,0,50,1,2,53,15,0,56,50,52,65,71,122
1,0,9,46,0,3,47,17,0,51,55,58,72,68,123
1,0,7,43,1,2,53,15,0,56,50,52,65,71,122
1,0,10,45,1,2,51,12,0,54,55,57,67,66,122
1,0,9,39,1,4,56,14,0,61,48,52,62,75,124
1,0,9,42,0,4,56,11,0,61,51,55,62,72,123
2,0,0,44,1,5,58,14,0,65,44,49,58,79,124
1,0,9,43,0,2,54,11,0,57,52,54,63,68,120
1,0,11,42,1,3,54,11,0,58,53,56,64,69,123
1,0,8,45,1,2,53,12,0,56,53,55,65,68,122
1,0,8,43,0,3,51,15,0,55,51,54,66,70,121
0,0,9,39,1,2,56,14,0,58,48,50,62,72,121
0,0,7,44,0,2,52,16,0,54,51,53,67,70,121
1,0,8,43,1,5,54,13,0,60,51,56,64,73,125
1,0,8,45,1,3,48,16,0,52,53,56,69,68,122
2,0,8,44,0,2,51,14,0,55,52,54,66,69,121
1,0,6,45,0,3,55,12,0,59,51,54,63,71,122
1,0,11,41,1,4,48,16,0,53,52,56,68,69,122
1,0,8,41,1,4,57,12,0,62,49,53,61,74,124
0,0,7,42,1,3,51,19,0,54,49,52,68,73,123
1,0,13,36,0,2,57,11,0,60,49,51,60,71,120
1,0,9,41,0,5,52,15,0,58,50,55,65,73,123
1,0,9,42,0,2,52,15,0,55,51,53,66,70,121
1,0,6,47,0,2,51,13,0,54,53,55,66,67,120
1,0,8,46,0,2,52,13,0,55,54,56,67,68,122
1,0,8,39,0,4,54,17,0,59,47,51,64,76,123
0,0,7,42,1,4,57,13,0,61,49,53,62,74,124
1,0,6,47,1,4,53,12,0,58,53,57,65,70,124
0,0,7,44,0,3,55,13,0,58,51,54,64,71,122
1,0,0,49,0,0,59,11,0,60,49,49,60,71,120
0,0,7,40,0,5,57,13,0,62,47,52,60,75,122
1,0,7,46,1,2,49,15,0,52,53,55,68,67,121
0,0,7,46,0,2,54,11,0,56,53,55,64,67,120
1,0,9,38,0,2,59,11,0,62,47,49,58,73,120
0,0,7,46,1,2,56,10,0,58,53,55,63,68,122
1,0,7,47,0,6,50,14,0,57,54,60,68,71,125
2,0,7,46,0,3,49,14,0,54,53,56,67,68,121
1,0,0,47,0,3,59,11,0,63,47,50,58,74,121
1,0,6,40,0,3,58,14,0,62,46,49,60,76,122
1,0,8,49,0,5,49,13,0,55,57,62,70,68,125
1,0,6,43,1,2,54,14,0,57,49,51,63,71,121
1,0,7,45,0,4,56,11,0,61,52,56,63,72,124
1,0,6,41,1,3,59,12,0,63,47,50,59,75,123
0,0,11,34,0,4,60,14,0,64,45,49,59,78,123
1,0,10,44,0,3,51,11,0,55,54,57,65,66,120
1,0,0,48,0,3,58,13,0,62,48,51,61,75,123
1,0,7,46,0,3,48,15,0,52,53,56,68,67,120
1,0,8,46,0,2,51,12,0,54,54,56,66,66,120
2,0,7,45,0,4,52,12,0,58,52,56,64,70,122
1,0,8,42,1,3,51,17,0,55,50,53,67,72,123
1,0,6,43,1,4,53,16,0,58,49,53,65,74,124
1,0,8,44,1,3,52,14,0,56,52,55,66,70,123
1,0,0,46,0,2,58,13,0,61,46,48,59,74,120
1,0,8,44,1,4,55,10,0,60,52,56,62,70,123
1,0,8,42,1,3,56,12,0,60,50,53,62,72,123
1,0,0,50,0,3,58,11,0,62,50,53,61,73,123
0,0,0,54,1,3,50,15,0,53,54,57,69,68,123
1,0,11,42,0,4,51,14,0,56,53,57,67,70,123
1,0,7,43,1,5,53,16,0,59,50,55,66,75,126
0,0,14,39,0,3,49,16,0,52,53,56,69,68,121
1,0,10,38,1,3,53,16,0,57,48,51,64,73,122
1,0,8,40,1,5,58,12,0,64,48,53,60,76,125
1,0,7,45,0,5,51,16,0,57,52,57,68,73,125
1,0,9,44,0,4,53,12,0,58,53,57,65,70,123
1,0,9,44,0,2,52,12,0,55,53,55,65,67,120
0,0,7,45,1,3,51,14,0,54,52,55,66,68,121
0,0,0,53,1,5,51,15,0,56,53,58,68,71,125
1,0,6,46,0,3,55,10,0,59,52,55,62,69,121
1,0,8,45,1,3,51,12,0,55,53,56,65,67,121
1,0,9,44,1,3,52,12,0,56,53,56,65,68,122
0,0,7,37,0,4,62,12,0,66,44,48,56,78,122
1,0,6,43,0,3,57,12,0,61,49,52,61,73,122
1,0,11,42,0,3,50,16,0,54,53,56,69,70,123
1,0,8,42,0,3,55,12,0,59,50,53,62,71,121
0,0,9,40,0,2,54,16,0,56,49,51,65,72,121
1,0,9,40,0,2,52,16,0,55,49,51,65,71,120
1,0,10,41,1,2,48,19,0,51,51,53,70,70,122
0,0,8,43,1,4,53,13,0,57,51,55,64,70,122
3,0,7,43,1,4,50,15,0,57,50,54,65,72,123
3,0,10,42,1,3,50,13,0,56,52,55,65,69,122
1,0,6,47,1,5,54,11,0,60,53,58,64,71,125
1,0,8,43,1,2,55,13,0,58,51,53,64,71,123
1,0,9,47,0,2,46,17,0,49,56,58,73,66,122
0,0,9,42,1,3,55,13,0,58,51,54,64,71,123
1,0,8,42,0,2,56,13,0,59,50,52,63,72,122
1,0,0,46,0,3,58,14,0,62,46,49,60,76,122
1,0,10,37,1,4,58,14,0,63,47,51,61,77,125
1,0,7,41,1,6,53,17,0,60,48,54,65,77,126
0,0,9,42,0,3,52,15,0,55,51,54,66,70,121
1,0,0,49,0,3,57,12,0,61,49,52,61,73,122
1,0,8,40,1,4,56,14,0,61,48,52,62,75,124
0,0,10,39,0,2,53,16,0,55,49,51,65,71,120
1,0,8,44,1,2,52,13,0,55,52,54,65,68,121
1,0,10,40,1,3,54,13,0,58,50,53,63,71,122
0,0,7,46,0,5,48,17,0,53,53,58,70,70,123
1,0,7,41,0,3,54,14,0,58,48,51,62,72,120
2,0,10,36,1,3,56,15,0,61,46,49,61,76,123
1,0,9,39,0,2,57,12,0,60,48,50,60,72,120
0,0,7,46,0,4,51,14,0,55,53,57,67,69,122
1,0,7,43,0,3,51,15,0,55,50,53,65,70,120
0,0,6,42,0,3,57,14,0,60,48,51,62,74,122
2,0,9,41,0,3,52,15,0,57,50,53,65,72,122
1,0,6,42,1,5,52,15,0,58,48,53,63,73,122
1,0,6,48,1,4,50,14,0,55,54,58,68,69,124
1,0,0,46,0,4,57,16,0,62,46,50,62,78,124
1,0,6,43,1,2,56,13,0,59,49,51,62,72,122
0,0,10,37,0,3,57,15,0,60,47,50,62,75,122
0,0,11,45,1,0,52,12,0,52,56,56,68,64,121
1,0,11,40,1,4,53,14,0,58,51,55,65,72,124
1,0,0,46,2,4,60,10,0,65,46,50,56,75,123
1,0,7,42,1,1,56,13,0,58,49,50,62,71,121
1,0,7,44,1,2,53,15,0,56,51,53,66,71,123
1,0,7,45,1,2,54,12,0,57,52,54,64,69,122
1,0,8,38,1,3,55,18,0,59,46,49,64,77,124
1,0,10,43,1,2,54,10,0,57,53,55,63,67,121
1,0,10,38,1,4,55,16,0,60,48,52,64,76,125
0,0,7,42,1,2,56,13,0,58,49,51,62,71,121
0,0,6,40,1,5,56,14,0,61,46,51,60,75,122
0,0,9,40,1,4,54,15,0,58,49,53,64,73,123
1,0,11,41,0,3,54,12,0,58,52,55,64,70,122
1,0,9,42,1,3,54,13,0,58,51,54,64,71,123
2,0,12,37,0,0,58,11,0,60,49,49,60,71,120
1,0,8,40,0,4,56,11,0,61,48,52,59,72,120
1,0,9,45,1,4,49,16,0,54,54,58,70,70,125
1,0,7,47,0,3,53,12,0,57,54,57,66,69,123
3,0,9,46,0,3,49,12,0,55,55,58,67,67,122
1,0,7,40,1,3,59,12,0,63,47,50,59,75,123
0,0,7,48,1,1,52,12,0,53,55,56,67,65,121
2,0,8,41,0,4,55,13,0,61,49,53,62,74,123
1,0,7,45,1,2,53,12,0,56,52,54,64,68,121
1,0,8,44,0,5,51,15,0,57,52,57,67,72,124
1,0,8,44,1,5,50,16,0,56,52,57,68,72,125
0,0,8,49,1,2,50,12,0,52,57,59,69,64,122
1,0,9,38,1,2,59,12,0,62,47,49,59,74,122
1,0,7,42,1,5,51,17,0,57,49,54,66,74,124
1,0,14,36,0,3,51,16,0,55,50,53,66,71,121
1,0,6,50,1,3,47,13,0,51,56,59,69,64,121
1,0,8,42,0,2,54,14,0,57,50,52,64,71,121
1,0,8,44,0,3,54,13,0,58,52,55,65,71,123
0,0,7,37,1,3,60,13,0,63,44,47,57,76,121
1,0,7,44,1,2,53,14,0,56,51,53,65,70,122
1,0,0,48,1,4,57,13,0,62,48,52,61,75,124
1,0,0,45,1,4,63,10,0,68,45,49,55,78,124
1,0,7,48,1,4,50,13,0,55,55,59,68,68,124
1,0,7,45,1,3,53,12,0,57,52,55,64,69,122
1,0,6,46,1,3,51,15,0,55,52,55,67,70,123
1,0,10,42,1,3,53,14,0,57,52,55,66,71,124
1,0,6,43,0,3,53,16,0,57,49,52,65,73,122
1,0,0,50,1,3,57,11,0,61,50,53,61,72,123
1,0,8,41,0,4,58,11,0,63,49,53,60,74,123
1,0,8,39,1,2,59,11,0,62,47,49,58,73,121
1,0,8,44,1,3,50,16,0,54,52,55,68,70,123
1,0,8,42,0,3,57,12,0,61,50,53,62,73,123
1,0,10,40,0,4,54,15,0,59,50,54,65,74,124
1,0,8,45,1,5,51,15,0,57,53,58,68,72,126
0,0,8,44,0,4,55,9,0,59,52,56,61,68,120
1,0,7,43,0,4,51,15,0,56,50,54,65,71,121
2,0,9,36,1,3,57,15,0,62,45,48,60,77,123
1,0,7,43,0,3,55,13,0,59,50,53,63,72,122
1,0,11,41,1,3,50,16,0,54,52,55,68,70,123
2,0,9,40,0,4,52,16,0,58,49,53,65,74,123
1,0,9,40,0,2,57,12,0,60,49,51,61,72,121
0,0,9,41,0,3,54,13,0,57,50,53,63,70,120
1,0,10,41,0,3,51,15,0,55,51,54,66,70,121
1,0,8,41,1,5,57,12,0,63,49,54,61,75,125
