"ACT","Conservative","Green","Labour","Mana","Maori","National","NZ_First","United Future","NatCoal","LabGreen","LabGreenMaori","LabGreenNZFirst","NatCoalNZFirst","Total"
1,0,0,45,1,3,59,13,0,63,45,48,58,76,122
1,0,11,39,1,2,45,22,0,48,50,52,72,70,121
0,0,8,42,0,3,54,14,0,57,50,53,64,71,121
1,0,9,40,0,4,55,14,0,60,49,53,63,74,123
1,0,11,44,1,2,49,14,0,52,55,57,69,66,122
2,0,13,37,1,3,53,13,0,58,50,53,63,71,122
1,0,0,48,0,4,56,14,0,61,48,52,62,75,123
1,0,10,42,0,5,51,15,0,57,52,57,67,72,124
2,0,10,41,0,3,50,16,0,55,51,54,67,71,122
1,0,7,43,1,2,55,12,0,58,50,52,62,70,121
1,0,7,48,1,2,52,11,0,55,55,57,66,66,122
1,0,10,39,1,3,53,15,0,57,49,52,64,72,122
0,0,9,39,0,2,58,13,0,60,48,50,61,73,121
3,0,7,45,1,2,49,15,0,54,52,54,67,69,122
1,0,9,39,1,4,57,12,0,62,48,52,60,74,123
1,0,7,48,1,5,50,13,0,56,55,60,68,69,125
2,0,10,38,0,6,52,14,0,60,48,54,62,74,122
1,0,8,42,1,4,53,16,0,58,50,54,66,74,125
0,0,9,42,1,4,51,17,0,55,51,55,68,72,124
0,0,10,41,0,2,55,12,0,57,51,53,63,69,120
1,0,6,46,1,2,51,15,0,54,52,54,67,69,122
1,0,0,48,1,5,58,11,0,64,48,53,59,75,124
1,0,0,46,1,5,62,10,0,68,46,51,56,78,125
1,0,8,47,1,2,50,14,0,53,55,57,69,67,123
0,0,9,42,1,2,52,14,0,54,51,53,65,68,120
1,0,7,45,1,3,54,13,0,58,52,55,65,71,124
0,0,7,43,0,2,55,14,0,57,50,52,64,71,121
1,0,0,47,1,3,57,13,0,61,47,50,60,74,122
1,0,6,43,0,3,52,15,0,56,49,52,64,71,120
1,0,8,41,1,2,55,15,0,58,49,51,64,73,123
1,0,7,39,1,2,59,12,0,62,46,48,58,74,121
1,0,0,47,1,3,56,15,0,60,47,50,62,75,123
1,0,10,35,1,1,54,20,0,56,45,46,65,76,122
1,0,8,43,0,2,54,12,0,57,51,53,63,69,120
1,0,6,41,0,3,57,14,0,61,47,50,61,75,122
2,0,12,41,0,3,51,11,0,56,53,56,64,67,120
3,0,8,40,1,1,53,15,0,57,48,49,63,72,121
1,0,8,39,0,4,57,14,0,62,47,51,61,76,123
0,0,6,44,1,6,55,14,0,61,50,56,64,75,126
0,0,8,40,1,3,55,16,0,58,48,51,64,74,123
1,0,9,44,0,1,53,13,0,55,53,54,66,68,121
0,0,10,40,0,2,52,16,0,54,50,52,66,70,120
1,0,0,45,0,3,56,17,0,60,45,48,62,77,122
0,0,8,45,0,3,49,15,0,52,53,56,68,67,120
1,0,7,47,1,4,49,15,0,54,54,58,69,69,124
1,0,8,44,0,2,54,12,0,57,52,54,64,69,121
1,0,10,39,1,2,53,15,0,56,49,51,64,71,121
1,0,9,46,0,5,47,15,0,53,55,60,70,68,123
1,0,8,42,0,3,53,13,0,57,50,53,63,70,120
0,0,7,42,0,4,55,14,0,59,49,53,63,73,122
1,0,7,46,0,2,51,15,0,54,53,55,68,69,122
1,0,6,42,1,3,57,14,0,61,48,51,62,75,124
1,0,7,47,1,2,48,15,0,51,54,56,69,66,121
0,0,0,48,1,2,58,12,0,60,48,50,60,72,121
1,0,7,43,1,2,53,15,0,56,50,52,65,71,122
0,0,6,45,1,4,53,15,0,57,51,55,66,72,124
1,0,7,45,1,5,53,12,0,59,52,57,64,71,124
1,0,0,47,0,3,56,14,0,60,47,50,61,74,121
1,0,11,47,1,5,47,14,0,53,58,63,72,67,126
0,0,9,41,1,3,55,13,0,58,50,53,63,71,122
1,0,6,44,1,1,55,14,0,57,50,51,64,71,122
1,0,8,42,0,3,56,12,0,60,50,53,62,72,122
1,0,9,44,2,4,49,13,0,54,53,57,66,67,122
1,0,10,43,0,2,52,13,0,55,53,55,66,68,121
0,0,6,48,1,3,54,11,0,57,54,57,65,68,123
3,0,7,40,0,3,55,13,0,61,47,50,60,74,121
1,0,8,43,0,4,52,15,0,57,51,55,66,72,123
1,0,7,46,1,3,55,10,0,59,53,56,63,69,123
1,0,9,39,1,2,59,11,0,62,48,50,59,73,122
1,0,8,46,0,3,49,14,0,53,54,57,68,67,121
0,0,7,39,1,3,53,20,0,56,46,49,66,76,123
1,0,12,39,1,3,50,17,0,54,51,54,68,71,123
1,0,7,47,0,2,52,11,0,55,54,56,65,66,120
0,0,9,39,1,3,53,16,0,56,48,51,64,72,121
2,0,8,46,0,3,54,9,0,59,54,57,63,68,122
1,0,8,43,1,3,55,11,0,59,51,54,62,70,122
1,0,11,44,1,4,51,12,0,56,55,59,67,68,124
0,0,9,39,0,2,59,11,0,61,48,50,59,72,120
1,0,8,42,0,3,55,13,0,59,50,53,63,72,122
2,0,7,43,1,3,54,13,0,59,50,53,63,72,123
0,0,9,39,0,1,55,16,0,56,48,49,64,72,120
0,0,6,46,1,4,54,12,0,58,52,56,64,70,123
0,0,7,46,1,5,53,13,0,58,53,58,66,71,125
1,0,0,51,1,3,54,13,0,58,51,54,64,71,123
3,0,7,40,0,4,56,13,0,63,47,51,60,76,123
1,0,8,46,1,2,49,14,0,52,54,56,68,66,121
1,0,8,38,1,3,59,14,0,63,46,49,60,77,124
0,0,7,44,0,2,54,13,0,56,51,53,64,69,120
1,0,7,48,1,3,54,10,0,58,55,58,65,68,124
0,0,10,43,1,0,52,15,0,52,53,53,68,67,121
1,0,7,44,1,3,52,15,0,56,51,54,66,71,123
1,0,8,44,0,3,54,12,0,58,52,55,64,70,122
1,0,11,41,0,3,53,12,0,57,52,55,64,69,121
2,0,9,42,0,4,52,12,0,58,51,55,63,70,121
0,0,9,42,1,2,53,14,0,55,51,53,65,69,121
2,0,9,38,0,4,58,11,0,64,47,51,58,75,122
1,0,6,43,1,4,52,14,0,57,49,53,63,71,121
1,0,9,39,1,3,53,16,0,57,48,51,64,73,122
1,0,8,42,0,2,53,15,0,56,50,52,65,71,121
1,0,7,42,0,3,59,8,0,63,49,52,57,71,120
0,0,11,40,0,2,53,14,0,55,51,53,65,69,120
1,0,9,41,0,4,52,13,0,57,50,54,63,70,120
0,0,0,46,1,3,58,13,0,61,46,49,59,74,121
2,0,6,39,1,3,61,10,0,66,45,48,55,76,122
1,0,8,44,0,3,53,12,0,57,52,55,64,69,121
1,0,10,42,0,3,49,16,0,53,52,55,68,69,121
1,0,8,42,0,1,55,13,0,57,50,51,63,70,120
1,0,11,41,1,2,52,13,0,55,52,54,65,68,121
1,0,10,44,1,2,50,15,0,53,54,56,69,68,123
1,0,9,39,0,3,56,13,0,60,48,51,61,73,121
1,0,9,41,1,2,53,16,0,56,50,52,66,72,123
0,0,11,34,1,5,58,14,0,63,45,50,59,77,123
2,0,9,37,0,5,57,10,0,64,46,51,56,74,120
1,0,6,44,0,2,57,11,0,60,50,52,61,71,121
1,0,6,43,0,3,55,14,0,59,49,52,63,73,122
1,0,8,44,1,3,49,15,0,53,52,55,67,68,121
5,0,0,42,1,4,59,12,0,68,42,46,54,80,123
1,0,7,43,0,2,56,13,0,59,50,52,63,72,122
1,0,7,44,0,2,52,15,0,55,51,53,66,70,121
1,0,12,37,1,3,54,14,0,58,49,52,63,72,122
1,0,11,35,1,3,54,18,0,58,46,49,64,76,123
1,0,7,45,1,4,55,12,0,60,52,56,64,72,125
1,0,7,43,1,3,54,13,0,58,50,53,63,71,122
1,0,9,37,1,4,51,21,0,56,46,50,67,77,124
1,0,7,50,1,4,48,14,0,53,57,61,71,67,125
1,0,8,45,0,2,56,9,0,59,53,55,62,68,121
1,0,6,49,0,4,48,14,0,53,55,59,69,67,122
1,0,6,44,1,3,58,10,0,62,50,53,60,72,123
1,0,10,41,0,5,54,13,0,60,51,56,64,73,124
1,0,10,44,1,3,52,12,0,56,54,57,66,68,123
1,0,0,48,1,4,58,12,0,63,48,52,60,75,124
2,0,9,43,0,3,50,15,0,55,52,55,67,70,122
1,0,6,45,1,3,54,13,0,58,51,54,64,71,123
1,0,7,37,1,4,56,15,0,61,44,48,59,76,121
1,0,9,45,1,3,52,11,0,56,54,57,65,67,122
0,0,6,39,1,3,58,14,0,61,45,48,59,75,121
1,0,9,43,0,4,50,13,0,55,52,56,65,68,120
1,0,7,42,1,3,52,17,0,56,49,52,66,73,123
1,0,8,41,1,5,54,14,0,60,49,54,63,74,124
1,0,7,42,1,4,56,13,0,61,49,53,62,74,124
1,0,9,40,1,2,56,11,0,59,49,51,60,70,120
1,0,8,41,0,3,50,18,0,54,49,52,67,72,121
1,0,8,41,0,4,53,15,0,58,49,53,64,73,122
1,0,9,37,0,4,58,13,0,63,46,50,59,76,122
1,0,8,44,0,3,54,13,0,58,52,55,65,71,123
1,0,7,39,1,3,57,14,0,61,46,49,60,75,122
1,0,7,43,1,3,55,12,0,59,50,53,62,71,122
1,0,8,48,1,3,49,14,0,53,56,59,70,67,124
1,0,8,45,1,4,53,10,0,58,53,57,63,68,122
1,0,8,40,0,4,55,15,0,60,48,52,63,75,123
1,0,7,45,1,5,53,14,0,59,52,57,66,73,126
1,0,0,49,0,0,57,13,0,58,49,49,62,71,120
1,0,7,43,0,2,56,12,0,59,50,52,62,71,121
1,0,0,47,0,4,58,12,0,63,47,51,59,75,122
1,0,0,51,1,4,55,9,0,60,51,55,60,69,121
1,0,9,48,1,3,46,14,0,50,57,60,71,64,122
0,0,11,37,1,3,59,12,0,62,48,51,60,74,123
0,0,0,49,0,4,56,14,0,60,49,53,63,74,123
1,0,9,43,1,3,53,11,0,57,52,55,63,68,121
1,0,7,44,1,2,56,12,0,59,51,53,63,71,123
1,0,11,43,0,4,51,13,0,56,54,58,67,69,123
1,0,6,42,0,2,56,14,0,59,48,50,62,73,121
1,0,9,40,0,4,57,10,0,62,49,53,59,72,121
0,0,10,40,0,4,53,16,0,57,50,54,66,73,123
1,0,7,40,1,4,58,13,0,63,47,51,60,76,124
1,0,8,41,1,4,56,14,0,61,49,53,63,75,125
1,0,9,40,0,4,54,15,0,59,49,53,64,74,123
1,0,6,44,0,4,53,15,0,58,50,54,65,73,123
0,0,6,45,1,3,54,12,0,57,51,54,63,69,121
1,0,7,44,0,4,58,10,0,63,51,55,61,73,124
1,0,0,50,1,4,55,12,0,60,50,54,62,72,123
0,0,13,37,1,2,58,10,0,60,50,52,60,70,121
1,0,8,45,1,3,52,14,0,56,53,56,67,70,124
1,0,9,43,0,3,49,16,0,53,52,55,68,69,121
1,0,7,47,0,2,49,14,0,52,54,56,68,66,120
3,0,9,39,0,2,57,11,0,62,48,50,59,73,121
0,0,8,43,1,4,54,11,0,58,51,55,62,69,121
1,0,10,39,1,2,52,16,0,55,49,51,65,71,121
1,0,7,41,0,4,56,12,0,61,48,52,60,73,121
1,0,7,42,1,3,58,12,0,62,49,52,61,74,124
5,0,8,40,0,5,53,12,0,63,48,53,60,75,123
1,0,7,48,1,4,51,13,0,56,55,59,68,69,125
0,0,9,42,1,3,52,15,0,55,51,54,66,70,122
1,0,7,44,1,2,53,13,0,56,51,53,64,69,121
1,0,8,43,1,3,58,10,0,62,51,54,61,72,124
0,0,0,49,0,5,59,11,0,64,49,54,60,75,124
0,0,7,41,1,4,56,14,0,60,48,52,62,74,123
1,0,7,41,0,2,58,12,0,61,48,50,60,73,121
1,0,6,45,1,4,49,15,0,54,51,55,66,69,121
2,0,8,39,1,4,59,11,0,65,47,51,58,76,124
0,0,10,42,0,1,53,14,0,54,52,53,66,68,120
1,0,0,48,1,2,59,12,0,62,48,50,60,74,123
1,0,11,40,1,3,50,15,0,54,51,54,66,69,121
1,0,8,41,1,5,54,15,0,60,49,54,64,75,125
0,0,9,45,1,3,55,10,0,58,54,57,64,68,123
1,0,8,45,0,4,52,12,0,57,53,57,65,69,122
1,0,10,39,0,2,51,17,0,54,49,51,66,71,120
1,0,0,48,1,2,54,16,0,57,48,50,64,73,122
6,0,7,40,0,3,53,11,0,62,47,50,58,73,120
1,0,0,51,1,4,55,13,0,60,51,55,64,73,125
1,0,8,41,0,4,53,14,0,58,49,53,63,72,121
1,0,0,44,0,4,59,13,0,64,44,48,57,77,121
0,0,8,40,1,4,58,13,0,62,48,52,61,75,124
1,0,11,36,1,3,58,12,0,62,47,50,59,74,122
1,0,8,42,0,3,55,14,0,59,50,53,64,73,123
1,0,11,40,0,2,49,17,0,52,51,53,68,69,120
1,0,8,42,0,2,55,14,0,58,50,52,64,72,122
1,0,6,45,1,5,57,11,0,63,51,56,62,74,126
1,0,7,46,0,2,52,13,0,55,53,55,66,68,121
1,0,8,41,0,3,55,12,0,59,49,52,61,71,120
1,0,8,43,1,5,48,15,0,54,51,56,66,69,121
1,0,8,46,0,4,51,12,0,56,54,58,66,68,122
1,0,8,40,1,3,58,12,0,62,48,51,60,74,123
1,0,10,39,1,5,56,14,0,62,49,54,63,76,126
1,0,9,41,0,4,57,10,0,62,50,54,60,72,122
1,0,9,42,1,5,53,15,0,59,51,56,66,74,126
0,0,7,46,0,4,55,11,0,59,53,57,64,70,123
1,0,9,38,1,3,58,11,0,62,47,50,58,73,121
1,0,7,44,0,3,51,15,0,55,51,54,66,70,121
0,0,8,41,1,4,53,16,0,57,49,53,65,73,123
2,0,8,41,0,3,54,13,0,59,49,52,62,72,121
1,0,9,41,1,2,55,13,0,58,50,52,63,71,122
1,0,7,46,1,4,51,13,0,56,53,57,66,69,123
1,0,6,44,1,2,56,11,0,59,50,52,61,70,121
0,0,0,49,0,4,55,14,0,59,49,53,63,73,122
1,0,6,48,0,3,49,15,0,53,54,57,69,68,122
1,0,12,36,0,4,51,18,0,56,48,52,66,74,122
1,0,7,42,1,5,56,9,0,62,49,54,58,71,121
1,0,11,43,1,3,52,12,0,56,54,57,66,68,123
1,0,7,48,0,4,50,11,0,55,55,59,66,66,121
1,0,8,40,0,5,54,12,0,60,48,53,60,72,120
1,0,11,39,0,4,54,14,0,59,50,54,64,73,123
1,0,7,41,1,4,58,12,0,63,48,52,60,75,124
1,0,7,45,0,2,54,11,0,57,52,54,63,68,120
2,0,7,39,0,1,57,14,0,60,46,47,60,74,120
1,0,9,37,0,4,53,17,0,58,46,50,63,75,121
1,0,7,47,0,2,49,15,0,52,54,56,69,67,121
3,0,9,40,1,1,53,14,0,57,49,50,63,71,121
0,0,12,37,0,5,56,13,0,61,49,54,62,74,123
1,0,7,48,1,2,43,19,0,46,55,57,74,65,121
0,0,8,45,1,4,53,12,0,57,53,57,65,69,123
2,0,8,40,1,3,56,13,0,61,48,51,61,74,123
1,0,0,49,1,3,54,14,0,58,49,52,63,72,122
1,0,0,49,0,2,56,13,0,59,49,51,62,72,121
1,0,6,44,1,4,56,11,0,61,50,54,61,72,123
2,0,10,44,0,3,50,11,0,55,54,57,65,66,120
2,0,9,38,0,3,59,10,0,64,47,50,57,74,121
1,0,9,38,1,4,59,12,0,64,47,51,59,76,124
1,0,8,47,0,4,49,14,0,54,55,59,69,68,123
1,0,8,42,0,5,56,12,0,62,50,55,62,74,124
1,0,7,45,1,3,50,15,0,54,52,55,67,69,122
0,0,8,40,0,3,56,13,0,59,48,51,61,72,120
1,0,7,42,0,1,54,16,0,56,49,50,65,72,121
1,0,0,56,0,3,50,13,0,54,56,59,69,67,123
1,0,9,40,0,3,56,13,0,60,49,52,62,73,122
0,0,8,42,1,2,52,16,0,54,50,52,66,70,121
1,0,7,41,1,5,56,13,0,62,48,53,61,75,124
0,0,10,43,0,2,51,14,0,53,53,55,67,67,120
1,0,8,45,0,2,54,11,0,57,53,55,64,68,121
1,0,8,41,0,2,54,15,0,57,49,51,64,72,121
1,0,15,36,0,2,54,14,0,57,51,53,65,71,122
0,0,7,45,0,4,54,12,0,58,52,56,64,70,122
0,0,8,43,1,4,51,18,0,55,51,55,69,73,125
1,0,9,41,1,3,55,13,0,59,50,53,63,72,123
1,0,7,47,1,4,52,11,0,57,54,58,65,68,123
1,0,8,40,1,4,55,15,0,60,48,52,63,75,124
1,0,7,39,1,3,58,12,0,62,46,49,58,74,121
1,0,8,45,1,5,53,11,0,59,53,58,64,70,124
1,0,8,39,1,1,49,23,0,51,47,48,70,74,122
1,0,6,47,0,5,51,14,0,57,53,58,67,71,124
1,0,9,43,0,3,48,17,0,52,52,55,69,69,121
1,0,9,42,0,3,54,12,0,58,51,54,63,70,121
1,0,7,44,0,3,51,15,0,55,51,54,66,70,121
1,0,7,48,0,2,48,14,0,51,55,57,69,65,120
0,0,10,44,0,3,49,15,0,52,54,57,69,67,121
1,0,7,39,1,3,59,14,0,63,46,49,60,77,124
2,0,9,39,1,3,56,13,0,61,48,51,61,74,123
0,0,10,43,1,3,51,14,0,54,53,56,67,68,122
1,0,12,37,0,2,56,12,0,59,49,51,61,71,120
2,0,7,47,0,2,50,13,0,54,54,56,67,67,121
1,0,9,44,1,3,54,10,0,58,53,56,63,68,122
1,0,10,46,1,2,48,13,0,51,56,58,69,64,121
1,0,10,40,1,5,50,17,0,56,50,55,67,73,124
1,0,8,42,1,3,55,12,0,59,50,53,62,71,122
1,0,11,40,0,3,51,16,0,55,51,54,67,71,122
0,0,8,42,0,2,56,13,0,58,50,52,63,71,121
0,0,7,46,0,4,55,11,0,59,53,57,64,70,123
1,0,8,41,1,3,56,12,0,60,49,52,61,72,122
1,0,0,49,1,3,55,13,0,59,49,52,62,72,122
1,0,0,46,0,1,58,14,0,60,46,47,60,74,120
1,0,7,46,0,6,51,14,0,58,53,59,67,72,125
1,0,8,43,1,2,54,12,0,57,51,53,63,69,121
0,0,8,43,0,4,54,13,0,58,51,55,64,71,122
1,0,9,41,0,2,57,11,0,60,50,52,61,71,121
1,0,11,37,2,2,52,15,0,55,48,50,63,70,120
2,0,7,42,0,4,50,17,0,56,49,53,66,73,122
1,0,6,44,1,4,56,13,0,61,50,54,63,74,125
1,0,8,40,1,3,59,12,0,63,48,51,60,75,124
1,0,8,42,1,2,57,11,0,60,50,52,61,71,122
1,0,8,40,1,5,57,11,0,63,48,53,59,74,123
1,0,6,47,0,2,55,11,0,58,53,55,64,69,122
2,0,8,41,0,4,52,14,0,58,49,53,63,72,121
1,0,10,37,0,3,57,14,0,61,47,50,61,75,122
1,0,8,42,0,3,57,10,0,61,50,53,60,71,121
1,0,9,43,1,6,52,14,0,59,52,58,66,73,126
1,0,8,45,0,3,49,15,0,53,53,56,68,68,121
1,0,6,44,1,3,49,19,0,53,50,53,69,72,123
1,0,7,46,1,3,49,15,0,53,53,56,68,68,122
0,0,7,47,0,4,49,13,0,53,54,58,67,66,120
0,0,8,48,0,5,47,15,0,52,56,61,71,67,123
1,0,7,47,1,2,52,12,0,55,54,56,66,67,122
1,0,13,35,1,3,53,16,0,57,48,51,64,73,122
1,0,9,43,1,5,49,15,0,55,52,57,67,70,123
1,0,10,43,1,2,49,16,0,52,53,55,69,68,122
1,0,6,44,1,5,54,14,0,60,50,55,64,74,125
1,0,7,43,1,4,53,14,0,58,50,54,64,72,123
2,0,10,42,1,3,52,11,0,57,52,55,63,68,121
1,0,0,47,1,4,59,12,0,64,47,51,59,76,124
0,0,8,41,1,1,57,13,0,58,49,50,62,71,121
1,0,7,43,1,3,54,12,0,58,50,53,62,70,121
2,0,7,43,1,4,53,13,0,59,50,54,63,72,123
1,0,9,39,0,2,55,15,0,58,48,50,63,73,121
1,0,7,46,1,1,50,16,0,52,53,54,69,68,122
1,0,0,50,0,3,53,15,0,57,50,53,65,72,122
1,0,7,45,0,3,52,14,0,56,52,55,66,70,122
1,0,10,41,1,3,54,13,0,58,51,54,64,71,123
0,0,8,44,1,2,56,11,0,58,52,54,63,69,122
1,0,7,48,1,3,50,12,0,54,55,58,67,66,122
2,0,12,35,0,4,54,14,0,60,47,51,61,74,121
1,0,0,42,1,3,59,16,0,63,42,45,58,79,122
1,0,11,38,1,3,53,17,0,57,49,52,66,74,124
1,0,8,47,0,2,50,13,0,53,55,57,68,66,121
1,0,9,40,0,2,57,12,0,60,49,51,61,72,121
1,0,0,45,0,1,56,18,0,58,45,46,63,76,121
1,0,9,43,0,6,44,21,0,51,52,58,73,72,124
1,0,8,44,0,3,54,12,0,58,52,55,64,70,122
1,0,0,46,1,2,60,11,0,63,46,48,57,74,121
0,0,9,43,0,3,54,13,0,57,52,55,65,70,122
1,0,7,45,1,3,50,16,0,54,52,55,68,70,123
1,0,7,46,1,3,49,15,0,53,53,56,68,68,122
2,0,11,42,0,2,49,14,0,53,53,55,67,67,120
4,0,7,39,0,2,56,12,0,62,46,48,58,74,120
1,0,7,45,0,4,50,16,0,55,52,56,68,71,123
1,0,9,42,1,5,54,13,0,60,51,56,64,73,125
1,0,0,46,0,2,60,12,0,63,46,48,58,75,121
1,0,10,40,1,2,53,16,0,56,50,52,66,72,123
2,0,8,43,1,3,54,11,0,59,51,54,62,70,122
1,0,7,42,1,4,56,12,0,61,49,53,61,73,123
1,0,7,45,0,3,54,11,0,58,52,55,63,69,121
1,0,7,45,1,5,51,16,0,57,52,57,68,73,126
1,0,12,47,1,4,45,14,0,50,59,63,73,64,124
1,0,9,41,0,3,53,13,0,57,50,53,63,70,120
1,0,10,39,1,2,55,13,0,58,49,51,62,71,121
1,0,8,42,1,2,55,14,0,58,50,52,64,72,123
1,0,0,48,0,3,53,18,0,57,48,51,66,75,123
1,0,8,43,1,4,49,15,0,54,51,55,66,69,121
1,0,6,49,0,3,51,13,0,55,55,58,68,68,123
1,0,0,51,1,4,54,12,0,59,51,55,63,71,123
1,0,0,48,0,2,55,16,0,58,48,50,64,74,122
1,0,8,41,0,2,53,16,0,56,49,51,65,72,121
1,0,9,41,1,2,51,16,0,54,50,52,66,70,121
0,0,8,40,1,3,58,13,0,61,48,51,61,74,123
1,0,9,45,1,4,51,10,0,56,54,58,64,66,121
1,0,8,43,0,3,54,12,0,58,51,54,63,70,121
1,0,9,42,1,5,56,11,0,62,51,56,62,73,125
0,0,11,41,1,4,54,13,0,58,52,56,65,71,124
0,0,12,42,1,4,52,13,0,56,54,58,67,69,124
1,0,0,49,1,0,56,14,0,57,49,49,63,71,121
1,0,12,39,0,3,53,15,0,57,51,54,66,72,123
1,0,12,38,0,5,55,13,0,61,50,55,63,74,124
2,0,8,42,1,4,53,12,0,59,50,54,62,71,122
1,0,9,42,1,4,50,18,0,55,51,55,69,73,125
1,0,7,39,0,4,51,21,0,56,46,50,67,77,123
1,0,0,48,0,3,53,15,0,57,48,51,63,72,120
1,0,8,49,1,3,51,11,0,55,57,60,68,66,124
0,0,10,47,0,0,52,11,0,52,57,57,68,63,120
1,0,0,48,0,4,54,16,0,59,48,52,64,75,123
0,0,0,48,1,3,58,12,0,61,48,51,60,73,122
2,0,9,44,0,3,52,11,0,57,53,56,64,68,121
1,0,9,40,0,5,54,12,0,60,49,54,61,72,121
0,0,10,40,0,4,57,10,0,61,50,54,60,71,121
1,0,7,44,0,5,54,12,0,60,51,56,63,72,123
1,0,0,47,1,4,54,17,0,59,47,51,64,76,124
1,0,9,38,1,3,53,18,0,57,47,50,65,75,123
1,0,8,42,1,3,56,10,0,60,50,53,60,70,121
2,0,11,41,1,2,56,9,0,60,52,54,61,69,122
1,0,0,50,0,4,57,11,0,62,50,54,61,73,123
0,0,7,42,0,3,58,11,0,61,49,52,60,72,121
1,0,6,44,1,4,55,13,0,60,50,54,63,73,124
1,0,10,40,0,1,55,14,0,57,50,51,64,71,121
0,0,8,40,1,3,55,14,0,58,48,51,62,72,121
2,0,9,40,0,3,55,13,0,60,49,52,62,73,122
3,0,0,42,1,1,62,12,0,66,42,43,54,78,121
0,0,10,39,1,4,58,12,0,62,49,53,61,74,124
1,0,9,42,1,2,53,14,0,56,51,53,65,70,122
0,0,8,37,0,3,58,15,0,61,45,48,60,76,121
1,0,7,47,1,2,48,15,0,51,54,56,69,66,121
1,0,8,42,1,4,59,8,0,64,50,54,58,72,123
1,0,7,44,0,3,54,12,0,58,51,54,63,70,121
1,0,7,42,1,4,57,13,0,62,49,53,62,75,125
1,0,0,50,1,4,55,13,0,60,50,54,63,73,124
1,0,11,39,0,2,50,17,0,53,50,52,67,70,120
1,0,10,39,0,3,51,18,0,55,49,52,67,73,122
1,0,8,45,1,2,53,11,0,56,53,55,64,67,121
1,0,0,49,1,3,54,14,0,58,49,52,63,72,122
1,0,7,43,1,4,56,11,0,61,50,54,61,72,123
1,0,8,44,1,3,51,16,0,55,52,55,68,71,124
0,0,10,47,1,2,46,15,0,48,57,59,72,63,121
1,0,8,40,0,4,54,16,0,59,48,52,64,75,123
1,0,0,51,0,3,56,12,0,60,51,54,63,72,123
1,0,8,43,1,3,52,16,0,56,51,54,67,72,124
1,0,9,44,0,3,55,9,0,59,53,56,62,68,121
1,0,9,41,1,5,56,13,0,62,50,55,63,75,126
1,0,8,41,1,4,53,15,0,58,49,53,64,73,123
1,0,9,42,1,2,57,10,0,60,51,53,61,70,122
0,0,9,41,1,2,51,17,0,53,50,52,67,70,121
1,0,8,43,1,4,51,14,0,56,51,55,65,70,122
2,0,8,43,0,2,55,11,0,59,51,53,62,70,121
1,0,8,41,0,3,50,18,0,54,49,52,67,72,121
2,0,8,38,0,6,59,12,0,67,46,52,58,79,125
1,0,9,39,0,3,54,15,0,58,48,51,63,73,121
1,0,7,49,0,2,49,14,0,52,56,58,70,66,122
0,0,7,43,0,2,53,15,0,55,50,52,65,70,120
1,0,7,48,1,3,48,15,0,52,55,58,70,67,123
1,0,8,42,0,4,53,13,0,58,50,54,63,71,121
0,0,0,49,0,3,55,13,0,58,49,52,62,71,120
0,0,7,46,1,3,51,15,0,54,53,56,68,69,123
0,0,9,40,1,3,56,12,0,59,49,52,61,71,121
3,0,7,42,0,2,51,15,0,56,49,51,64,71,120
1,0,8,40,1,4,56,13,0,61,48,52,61,74,123
1,0,0,47,0,3,61,11,0,65,47,50,58,76,123
1,0,9,44,1,2,54,11,0,57,53,55,64,68,122
0,0,10,41,1,4,52,16,0,56,51,55,67,72,124
0,0,0,46,0,2,61,11,0,63,46,48,57,74,120
1,0,7,49,0,2,48,14,0,51,56,58,70,65,121
